Train Number,Train Name,From Station,To Station
08131,TATA BMPR DEMU SPL,TATANAGAR JN,BADAMPAHAR
08132,BMPR TATA DEMU SPL,BADAMPAHAR,TATANAGAR JN
08133,TATA GUA DEMU SPL,TATANAGAR JN,GUA
08134,GUA TATA DEMU SPL,GUA,TATANAGAR JN
08135,MCA DGHA PASS SPL,MECHEDA,DIGHA FLAG STN
08136,DGHA PKU PASS SPL,DIGHA FLAG STN,PANSKURA
08137,PKU DGHA PASS SPL,PANSKURA,DIGHA FLAG STN
08138,DGHA PKU PASS SPL,DIGHA FLAG STN,PANSKURA
08139,PKU DGHA PASS SPL,PANSKURA,DIGHA FLAG STN
08140,DGHA MCA PASS SPL,DIGHA FLAG STN,MECHEDA
08143,PKU DGHA MEMU SPL,PANSKURA,DIGHA FLAG STN
08144,DGHA PKU MEMU SPL,DIGHA FLAG STN,PANSKURA
08145,TATA ROU MEMU SPL,TATANAGAR JN,ROURKELA
08146,ROU TATA MEMU SPL,ROURKELA,TATANAGAR JN
08147,TATA BMPR MEMU SPL,TATANAGAR JN,BADAMPAHAR
08148,BMPR TATA MEMU SPL,BADAMPAHAR,TATANAGAR JN
08149,HTE ROU PASS SPL,HATIA,ROURKELA
08150,ROU HTE PASS SPL,ROURKELA,HATIA
08151,TATA BRKA PASS SPL,TATANAGAR JN,BARKA KANA
08152,BRKA TATA PASS SPL,BARKA KANA,TATANAGAR JN
08155,TATA GUA PASS SPL,TATANAGAR JN,GUA
08156,GUA TATA PASS SPL,GUA,TATANAGAR JN
08159,KGP TATA MEMU SPL,KHARAGPUR JN,TATANAGAR JN
08160,TATA KGP MEMU SPL,TATANAGAR JN,KHARAGPUR JN
08161,TATA CKP MEMU SPL,TATANAGAR JN,CHAKRADHARPUR
08162,CKP TATA MEMU SPL,CHAKRADHARPUR,TATANAGAR JN
08163,CKP ROU MEMU SPL,CHAKRADHARPUR,ROURKELA
08164,ROU CKP MEMU SPL,ROURKELA,CHAKRADHARPUR
08167,ROU JSG MEMU SPL,ROURKELA,JHARSUGUDA JN
08168,JSG ROU MEMU SPL,JHARSUGUDA JN,ROURKELA
08169,JSG SBP MEMU SPL,JHARSUGUDA JN,SAMBALPUR
08170,SBP JSG MEMU SPL,SAMBALPUR,JHARSUGUDA JN
08171,JSG SBP MEMU SPL,JHARSUGUDA JN,SAMBALPUR
08172,SBP JSG MEMU SPL,SAMBALPUR,JHARSUGUDA JN
08173,ASN TATA MEMU SPL,ASANSOL JN,TATANAGAR JN
08174,TATA ASN MEMU SPL,TATANAGAR JN,ASANSOL JN
08179,MSAE BQA MEMU SPL,MUSTAPHACHAK,BANKURA
08195,TATA HTE MEMU SPL,TATANAGAR JN,HATIA
08196,HTE TATA MEMU SPL,HATIA,TATANAGAR JN
08210,BSP GAD PASS SPL,BILASPUR JN,GEVRA ROAD
08261,BSP R PASS SPL,BILASPUR JN,RAIPUR JN
08262,R BSP PASS SPL,RAIPUR JN,BILASPUR JN
08267,R ITR PASS SPL,RAIPUR JN,NSC BOSE ITWARI
08268,ITR R PASS SPL,NSC BOSE ITWARI,RAIPUR JN
08269,CHRM CHD PASS SPL,CHIRMIRI,CHANDIA ROAD
08270,CHD CHRM PASS SPL,CHANDIA ROAD,CHIRMIRI
08271,CWA NIR PASS SPL,CHHINDWARA JN,NAINPUR JN
08272,NIR CWA PASS SPL,NAINPUR JN,CHHINDWARA JN
08273,CWA NIR PASS SPL,CHHINDWARA JN,NAINPUR JN
08274,NIR CWA PASS SPL,NAINPUR JN,CHHINDWARA JN
08275,R JNRD PASS SPL,RAIPUR JN,JUNAGARH ROAD
08276,JNRD R PASS SPL,JUNAGARH ROAD,RAIPUR JN
08277,TIG R PASS SPL,TITLAGARH,RAIPUR JN
08278,R TIG PASS SPL,RAIPUR JN,TITLAGARH
08279,KRBA R PASS SPL,KORBA,RAIPUR JN
08280,R GAD PASS SPL,RAIPUR JN,KORBA
08281,ITR TRDI SPL,NSC BOSE ITWARI,TIRODI
08282,TRDI ITR PAS SPL,TIRODI,NSC BOSE ITWARI
08283,TMR TRDI PAS SPL,TUMSAR ROAD,TIRODI
08285,NIR MFR PASS SPL,NAINPUR JN,MANDLA FORT
08286,MFR NIR PASS SPL,MANDLA FORT,NAINPUR JN
08305,BLGR SNPU PASS SPL,BALANGIR,SONEPUR
08306,SNPU BLGR PASS SPL,SONEPUR,BALANGIR
08307,BLGR SNPU PASSENGER,BALANGIR,SONEPUR
08308,SNPU BLGR PASSENGER,SONEPUR,BALANGIR
08309,BLGR SNPU PASS SPL,BALANGIR,SONEPUR
08310,SNPU BLGR PASS SPL,SONEPUR,BALANGIR
08317,SBP JNRD PASS SPL,SAMBALPUR,JUNAGARH ROAD
08318,JNRD SBP PASS SPL,JUNAGARH ROAD,SAMBALPUR
08403,KUR PURI PASS SPL,KHURDA ROAD JN,PURI
08404,PURI KUR PASS SPL,PURI,KHURDA ROAD JN
08405,KDJR PRDP MEMU SPL,KENDUJHARGARH,PARADIP
08406,PRDP KDJR MEMU SPL,PARADIP,KENDUJHARGARH
08407,CTC PRDP PASS SPL,CUTTACK,PARADIP
08408,PRDP CTC PASS SPL,PARADIP,CUTTACK
08409,KUR PURI PASS SPL,KHURDA ROAD JN,PURI
08410,PURI KUR PASS SPL,PURI,KHURDA ROAD JN
08413,TLHR PURI MEMU SPL,TALCHER,PURI
08414,PURI TLHR MEMU SPL,PURI,TALCHER
08415,JER PURI MEMU SPL,JALESWAR,PURI
08416,PURI JER MEMU SPL,PURI,JALESWAR
08421,CTC GNPR PASS SPL,CUTTACK,GUNUPUR
08422,GNPR CTC PASS SPL,GUNUPUR,CUTTACK
08423,PURI DSPL PASS SPL,PURI,DASPALLA
08424,DSPL PURI PASS SPL,DASPALLA,PURI
08429,BBS DSPL PASS SPL,BHUBANESWAR,DASPALLA
08430,DSPL BBS PASS SPL,DASPALLA,BHUBANESWAR
08441,BBS BAM PASS SPL,BHUBANESWAR,BRAHMAPUR
08442,BAM BBS PASS SPL,BRAHMAPUR,BHUBANESWAR
08443,BBS PSA PASS SPL,BHUBANESWAR,PALASA
08444,PSA BBS PASS SPL,PALASA,BHUBANESWAR
08445,CTC PRDP MEMU SPL,CUTTACK,PARADIP
08446,PRDP CTC MEMU SPL,PARADIP,CUTTACK
08453,BHC CTC MEMU SPL,BHADRAKH,CUTTACK
08454,CTC BHC MEMU SPL,CUTTACK,BHADRAKH
08461,CTC PRDP MEMU SPL,CUTTACK,PARADIP
08462,PRDP CTC MEMU,PARADIP,CUTTACK
08503,RGDA VSKP PASS SPL,RAYAGADA,VISHAKAPATNAM
08504,VSKP RGDA PASS SPL,VISHAKAPATNAM,RAYAGADA
08531,PSA VSKP PASS SPL,PALASA,VISHAKAPATNAM
08532,VSKP PSA PASS SPL,VISHAKAPATNAM,PALASA
08533,CTC PSA PASS SPL,CUTTACK,PALASA
08534,PSA CTC PASS SPL,PALASA,CUTTACK
08545,KRPU VSKP PASS SPL,KORAPUT,VISHAKAPATNAM
08546,VSKP KRPU PASS SPL,VISHAKAPATNAM,KORAPUT
08551,VSKP KRDL PASS SPL,VISHAKAPATNAM,KIRANDUL
08552,KRDL VSKP PASS SPL,KIRANDUL,VISHAKAPATNAM
08555,BHC DSPL MEMU,BHADRAKH,DASPALLA
08556,DSPL BHC MEMU,DASPALLA,BHADRAKH
08607,HTE SHANKI PASS SPL,HATIA,SANKI
08608,SHANKI HATIA PASS SPL,SANKI,HATIA
08617,HTE SANI PASSENGER,HATIA,SANKI
08618,SANI HTE PASSENGER,SANKI,HATIA
08641,ADRA BRKA MEMU SPL,ADRA JN,BARKA KANA
08642,BRKA ADRA MEMU SPL,BARKA KANA,ADRA JN
08643,ADRA ASN MEMU SPL,ADRA JN,ASANSOL JN
08644,ASN ADRA MEMU SPL,ASANSOL JN,ADRA JN
08647,ADRA BBM MEMU SPL,ADRA JN,BARABHUM
08648,BBM ADRA MEMU SPL,BARABHUM,ADRA JN
08649,ADRA PRR MEMU SPL,ADRA JN,PURULIA JN
08650,PRR ADRA MEMU SPL,PURULIA JN,ADRA JN
08651,BBM ASN MEMU SPL,BARABHUM,ASANSOL JN
08652,ASN BBM MEMU SPL,ASANSOL JN,BARABHUM
08653,ADRA ASN MEMU SPL,ADRA JN,ASANSOL JN
08654,ASN ADRA MEMU SPL,ASANSOL JN,ADRA JN
08655,ADRA ASN MEMU SPL,ADRA JN,ASANSOL JN
08656,ASN ADRA MEMU SPL,ASANSOL JN,ADRA JN
08657,ADRA ASN MEMU SPL,ADRA JN,ASANSOL JN
08658,ASN ADRA MEMU SPL,ASANSOL JN,ADRA JN
08659,ADRA ASN MEMU SPL,ADRA JN,ASANSOL JN
08660,ASN ADRA MEMU SPL,ASANSOL JN,ADRA JN
08662,ASN ADRA MEMU SPL,ASANSOL JN,ADRA JN
08663,ADRA KNF MEMU SPL,ADRA JN,KHANODIH
08664,KNF BJE MEMU SPL,KHANODIH,BHOJUDIH JN
08665,BJE CRP MEMU SPL,BHOJUDIH JN,CHANDRAPURA
08666,CRP BJE MEMU SPL,CHANDRAPURA,BHOJUDIH JN
08667,BJE VAA MEMU SPL,BHOJUDIH JN,BHAGA JN
08668,VAA ADRA MEMU SPL,BHAGA JN,ADRA JN
08669,ADRA BJE MEMU SPL,ADRA JN,BHOJUDIH JN
08670,BJE ADRA MEMU SPL,BHOJUDIH JN,ADRA JN
08671,ADRA VAA MEMU SPL,ADRA JN,BHAGA JN
08672,VAA ADRA MEMU SPL,BHAGA JN,ADRA JN
08673,BQA ADRA MEMU SPL,BANKURA,ADRA JN
08674,ADRA VSU PASS SPL,ADRA JN,BISHNUPUR
08675,VSU ADRA PASS SPL,BISHNUPUR,ADRA JN
08676,ADRA VSU MEMU SPL,ADRA JN,BISHNUPUR
08677,VSU DHN PASS SPL,BISHNUPUR,DHANBAD JN
08678,DHN BQA PASS SPL,DHANBAD JN,BANKURA
08679,MDN ADRA MEMU SPL,MIDNAPORE,ADRA JN
08680,ADRA MDN MEMU SPL,ADRA JN,MIDNAPORE
08683,GBA ADRA MEMU SPL,GARHBETA,ADRA JN
08684,ADRA GBA MEMU SPL,ADRA JN,GARHBETA
08685,KGP ADRA MEMU SPL,KHARAGPUR JN,ADRA JN
08686,ADRA KGP MEMU SPL,ADRA JN,KHARAGPUR JN
08687,RNC LAD MEMU SPL,RANCHI,LOHARDAGA BS
08688,LAD RNC MEMU SPL,LOHARDAGA BS,RANCHI
08689,RNC TORI MEMU SPL,RANCHI,TORI
08690,TORI RNC MEMU SPL,TORI,RANCHI
08691,RNC LAD MEMU SPL,RANCHI,LOHARDAGA BS
08692,LAD RNC MEMU SPL,LOHARDAGA BS,RANCHI
08693,RNC LAD MEMU SPL,RANCHI,LOHARDAGA BS
08694,LAD RNC MEMU SPL,LOHARDAGA BS,RANCHI
08695,BKSC RNC PASS SPL,BOKARO STL CITY,RANCHI
08696,RNC BKSC PASS SPL,RANCHI,BOKARO STL CITY
08697,JGM PRR MEMU SPL,JHARGRAM,PURULIA JN
08698,PRR JGM MEMU SPL,PURULIA JN,JHARGRAM
08701,R DURG MEMU SPL,RAIPUR JN,DURG
08702,DURG R MEMU SPL,DURG,RAIPUR JN
08703,R DURG MEMU SPL,RAIPUR JN,DURG
08704,DURG R MEMU SPL,DURG,RAIPUR JN
08705,R DGG MEMU SPL,RAIPUR JN,DONGARGARH
08706,DGG BSP MEMU SPL,DONGARGARH,BILASPUR JN
08707,R DURG MEMU SPL,RAIPUR JN,DURG
08708,DURG R MEMU SPL,DURG,RAIPUR JN
08709,R DGG MEMU SPL,RAIPUR JN,DONGARGARH
08710,DGG R MEMU SPL,DONGARGARH,RAIPUR JN
08713,G ITR MEMU SPL,GONDIA JN,NSC BOSE ITWARI
08714,ITR G MEMU SPL,NSC BOSE ITWARI,BALAGHAT JN
08715,BTC ITR MEMU SPL,BALAGHAT JN,NSC BOSE ITWARI
08716,ITR BTC MEMU SPL,NSC BOSE ITWARI,GONDIA JN
08717,R DURG MEMU SPL,RAIPUR JN,DURG
08718,DURG R MEMU SPL,DURG,RAIPUR JN
08719,BSP R MEMU SPL,BILASPUR JN,RAIPUR JN
08721,R DGG MEMU SPL,RAIPUR JN,DONGARGARH
08723,DGG G MEMU SPL,DONGARGARH,GONDIA JN
08724,G RAIPUR MEMU SPL,GONDIA JN,RAIPUR JN
08725,R DURG MEMU SPL,RAIPUR JN,DURG
08726,DURG R MEMU SPL,DURG,RAIPUR JN
08727,BSP R MEMU SPL,BILASPUR JN,RAIPUR JN
08728,R BSP MEMU SPL,RAIPUR JN,BILASPUR JN
08731,KRBA BSP MEMU SPL,KORBA,BILASPUR JN
08732,BSP KRBA MEMU SPL,BILASPUR JN,KORBA
08733,GAD BSP MEMU SPL,GEVRA ROAD,BILASPUR JN
08734,BSP GAD MEMU SPL,BILASPUR JN,GEVRA ROAD
08735,RIG BSP MEMU SPL,RAIGARH,BILASPUR JN
08736,BSP RIG MEMU SPL,BILASPUR JN,RAIGARH
08737,RIG BSP MEMU SPL,RAIGARH,BILASPUR JN
08738,BSP RIG MEMU SPL,BILASPUR JN,RAIGARH
08739,SDL BSP MEMU SPL,SHAHDOL,BILASPUR JN
08740,BSP SDL MEMU SPL,BILASPUR JN,SHAHDOL
08741,DURG G MEMU SPL,DURG,GONDIA JN
08742,G DURG MEMU SPL,GONDIA JN,DURG
08743,G ITR MEMU SPL,GONDIA JN,NSC BOSE ITWARI
08744,ITR G MEMU SPL,NSC BOSE ITWARI,GONDIA JN
08745,GAD R MEMU SPL,GEVRA ROAD,RAIPUR JN
08746,GAD R MEMU SPL,RAIPUR JN,GEVRA ROAD
08747,BSP KTE MEMU SPL,BILASPUR JN,KATNI
08748,KTE BSP MEMU SPL,KATNI,BILASPUR JN
08749,SDL ABKP MEMU SPL,SHAHDOL,AMBIKAPUR
08750,ABKP SDL MEMU SPL,AMBIKAPUR,SHAHDOL
08751,RTK ITR MEMU SPL,RAMTEK,NSC BOSE ITWARI
08754,ITR RTK MEMU SPL,NSC BOSE ITWARI,RAMTEK
08755,RTK NGP MEMU SPL,RAMTEK,NSC BOSE ITWARI
08756,ITR RTK MEMU SPL,NSC BOSE ITWARI,RAMTEK
08757,MDGR ABKP MEMU SPL,MANENDRAGARH,AMBIKAPUR
08758,ABKP APR MEMU SPL,AMBIKAPUR,ANUPPUR JN
08759,APR MDGR MEMU SPL,ANUPPUR JN,MANENDRAGARH
08801,BPQ G MEMU SPL,BALHARSHAH,GONDIA JN
08802,G BPQ MEMU SPL,GONDIA JN,BALHARSHAH
08803,BPQ G MEMU SPL,BALHARSHAH,GONDIA JN
08804,G BPQ MEMU SPL,GONDIA JN,BALHARSHAH
08805,CAF G MEMU SPL,CHANDA FORT,GONDIA JN
08806,G WSA MEMU SPL,GONDIA JN,WADSA
08808,WSA CAF MEMU SPL,WADSA,CHANDA FORT
08815,R AAGH DEMU SPL,RAIPUR JN,ANTAGARH
08816,AAGH R DEMU SPL,ANTAGARH,RAIPUR JN
08818,AAGH DURG DEMU SPL,ANTAGARH,DURG
08824,DURG DRZ DEMU SPL,DURG,DALLI RAJHARA
08833,R TDOK DEMU SPL,RAIPUR JN,TAROKI
08834,TDOK R DEMU SPL,TAROKI,RAIPUR JN
08861,GONDIA JSG MEMU SPL,GONDIA JN,JHARSUGUDA JN
08862,JSG GONDIA MEMU SPL,JHARSUGUDA JN,GONDIA JN
08871,GONDIA DURG SPL,GONDIA JN,DURG
08872,DURG GONDIA SPL,DURG,GONDIA JN
08873,DURG DRZ SPL,DURG,DALLI RAJHARA
08874,DRZ G PASS,DALLI RAJHARA,GONDIA JN
08881,BPQ CAF MEMU SPL,BALHARSHAH,CHANDA FORT
08882,CAF BPQ MEMU SPL,CHANDA FORT,BALHARSHAH
09071,BIM WGI SPL,BILIMORA JN,WAGHAI
09072,WGI BIM SPL,WAGHAI,BILIMORA JN
09079,ST BRC MEMU SPL,SURAT,VADODARA JN
09080,BRC BH MEMU SPL,VADODARA JN,BHARUCH JN
09082,BH ST MEMU SPL,BHARUCH JN,SURAT
09083,VR DRD MEMU SPL,VIRAR,DAHANU ROAD
09084,DRD BVI MEMU SPL,DAHANU ROAD,BORIVALI
09085,BVI BL MEMU SPL,BORIVALI,VALSAD
09087,SJN ST MEMU SPL,SANJAN,SURAT
09088,ST SJN MEMU SPL,SURAT,SANJAN
09089,VR SJN MEMU SPL,VIRAR,SANJAN
09090,SJN VR MEMU SPL,SANJAN,VIRAR
09095,ST NDB MEMU SPL,SURAT,NANDURBAR
09096,NDB ST MEMU SPL,NANDURBAR,SURAT
09105,BRC DHD MEMU,VADODARA JN,DAHOD
09106,DHD BRC MEMU,DAHOD,VADODARA JN
09131,ANND GDA MEMU SPL,ANAND JN,GODHRA JN
09132,GDA ANND MEMU SPL,GODHRA JN,ANAND JN
09133,ANND GDA MEMU SPL,ANAND JN,GODHRA JN
09134,GDA ANND MEMU SPL,GODHRA JN,ANAND JN
09144,VAPI VR SHUTTLE,VAPI,VIRAR
09151,BL ST SPECIAL,VALSAD,SURAT
09152,ST BL SPECIAL,SURAT,VALSAD
09153,UBR BL SPECIAL,UMBARGAM ROAD,VALSAD
09154,BL UBR SPECIAL,VALSAD,UMBARGAM ROAD
09156,BRC ST SPECIAL,VADODARA JN,SURAT
09158,BH ST MEMU SPL,BHARUCH JN,SURAT
09163,PRTN CTD PASS SPL,PRATAP NAGAR,CHHOTA UDEPUR
09164,ARPR PRTN PASS SPL,ALIRAJPUR,PRATAP NAGAR
09169,PRTN ARPR PASS SPL,PRATAP NAGAR,ALIRAJPUR
09170,ARPR PRTN PASS SPL,ALIRAJPUR,PRATAP NAGAR
09171,ST BH SPECIAL,SURAT,BHARUCH JN
09172,BH ST SPECIAL,BHARUCH JN,SURAT
09180,SURAT VR MEMU SPL,SURAT,VIRAR
09181,PRTN ARPR PASS SPL,PRATAP NAGAR,ALIRAJPUR
09182,CTD PRTN PASS SPL,CHHOTA UDEPUR,PRATAP NAGAR
09199,UJN BPL PASS,UJJAIN JN,BHOPAL JN
09200,BPL UJJAIN PASS,BHOPAL JN,UJJAIN JN
09273,BRC ADI MEMU SPL,VADODARA JN,AHMEDABAD JN
09274,ADI ANND MEMU SPL,AHMEDABAD JN,ANAND JN
09275,ANND GNC MEMU SPL,ANAND JN,GANDHINAGAR CAP
09276,GNC ANND MEMU SPL,GANDHINAGAR CAP,ANAND JN
09277,BXN JAB MEMU SPL,BAYANA JN,YAMUNA BDG AGRA
09278,JAB BXN MEMU SPL,YAMUNA BDG AGRA,BAYANA JN
09279,BXN MTJ MEMU SPL,BAYANA JN,MATHURA JN
09280,MTJ BXN MEMU SPL,MATHURA JN,BAYANA JN
09281,PNVL DRD MEMU SPL,PANVEL,DAHANU ROAD
09282,GDA BRC MEMU SPL,GODHRA JN,VADODARA JN
09284,DRD PNVL MEMU SPL,DAHANU ROAD,PANVEL
09285,PNVL BSR MEMU SPL,PANVEL,VASAI ROAD
09286,BSR PNVL MEMU SPL,VASAI ROAD,PANVEL
09287,PNVL BSR MEMU SPL,PANVEL,VASAI ROAD
09288,BSR PNVL MEMU SPL,VASAI ROAD,PANVEL
09295,VRLF DVA PASS SPL,VERAVAL,DELVADA
09296,DVA VRL PASS SPL,DELVADA,VERAVAL
09299,BH ANND MEMU SPL,BHARUCH JN,ANAND JN
09300,ANND BH MEMU SPL,ANAND JN,BHARUCH JN
09311,BRC ADI MEMU SPL,VADODARA JN,AHMEDABAD JN
09312,ADI BRC MEMU SPL,AHMEDABAD JN,VADODARA JN
09315,BRC ADI MEMU SPL,VADODARA JN,AHMEDABAD JN
09316,ADI BRC MEMU SPL,AHMEDABAD JN,VADODARA JN
09317,BRC DHD MEMU SPL,VADODARA JN,DAHOD
09318,ANND BRC MEMU SPL,ANAND JN,VADODARA JN
09327,BRC ADI MEMU SPL,VADODARA JN,AHMEDABAD JN
09328,ADI BRC MEMU SPL,AHMEDABAD JN,VADODARA JN
09331,UJN COR MEMU,UJJAIN JN,CHITTAURGARH
09332,COR UJN MEMU,CHITTAURGARH,UJJAIN JN
09347,DADN RTM DEMU,DR AMBEDKAR NGR,RATLAM JN
09348,RTM DADN DEMU,RATLAM JN,DR AMBEDKAR NGR
09349,ANND GDA MEMU SPL,ANAND JN,GODHRA JN
09350,GDA ANND MEMU SPL,DAHOD,ANAND JN
09351,UJN INDB MEMU SPL,UJJAIN JN,INDORE JN BG
09352,INDB UJN MEMU SPL,INDORE JN BG,UJJAIN JN
09353,UJN INDB MEMU SPL,UJJAIN JN,INDORE JN BG
09354,INDB UJN MEMU SPL,INDORE JN BG,UJJAIN JN
09355,PRTN CTD DEMU SPL,PRATAP NAGAR,CHHOTA UDEPUR
09356,CTD PRTN DEMU SPL,CHHOTA UDEPUR,PRATAP NAGAR
09357,DHD RTM MEMU SPL,DAHOD,RATLAM JN
09358,RTM DHD MEMU SPL,RATLAM JN,DAHOD
09359,BTD DHG DEMU SPL,BOTAD JN,DHRANGADHRA
09360,DHG BTD DEMU SPL,DHRANGADHRA,BOTAD JN
09361,ANND CBY DEMU SPL,ANAND JN,KHAMBHAT
09362,CBY ANND DEMU SPL,KHAMBHAT,ANAND JN
09363,ANND CBY DEMU SPL,ANAND JN,KHAMBHAT
09364,CBY ANND DEMU SPL,KHAMBHAT,ANAND JN
09365,ANND CBY DEMU SPL,ANAND JN,KHAMBHAT
09366,CBY ANND DEMU SPL,KHAMBHAT,ANAND JN
09367,ANND CBY DEMU SPL,ANAND JN,KHAMBHAT
09368,CBY ANND DEMU SPL,KHAMBHAT,ANAND JN
09369,SBIB PTN DEMU SPL,SABARMATI JN,PATAN
09370,PTN SBIB DEMU SPL,PATAN,SABARMATI JN
09373,ANND CBY DEMU SPL,ANAND JN,KHAMBHAT
09374,CBY ANND DEMU SPL,KHAMBHAT,ANAND JN
09375,ANND CBY DEMU SPL,ANAND JN,KHAMBHAT
09376,CBY ANND DEMU SPL,KHAMBHAT,ANAND JN
09377,UDN NDB MEMU SPL,UDHNA JN,NANDURBAR
09378,NDB UDN MEMU SPL,NANDURBAR,UDHNA JN
09379,ANND DK MEMU SPL,ANAND JN,DAKOR
09380,DK ANND MEMU SPL,DAKOR,ANAND JN
09381,DHD RTM MEMU,DAHOD,RATLAM JN
09382,RTM DHD MEMU,RATLAM JN,DAHOD
09383,RTM UJN MEMU SPL,RATLAM JN,UJJAIN JN
09384,UJN RTM MEMU SPL,UJJAIN JN,RATLAM JN
09387,ANND DK MEMU,ANAND JN,DAKOR
09388,DK ANND MEMU,DAKOR,ANAND JN
09389,DADN RTM DEMU SP,DR AMBEDKAR NGR,RATLAM JN
09390,RTM DADN DEMU,RATLAM JN,DR AMBEDKAR NGR
09391,BRC GDA MEMU SPL,VADODARA JN,GODHRA JN
09392,GDA BRC MEMU SPL,GODHRA JN,VADODARA JN
09393,ANND GDA MEMU SPL,ANAND JN,GODHRA JN
09394,GDA ANND MEMU SPL,GODHRA JN,ANAND JN
09395,ANND GDA MEMU SPL,ANAND JN,GODHRA JN
09396,GDA ANND MEMU SPL,GODHRA JN,ANAND JN
09399,ANND ADI MEMU SPL,ANAND JN,AHMEDABAD JN
09400,ADI ANND MEMU SPL,AHMEDABAD JN,ANAND JN
09401,ASV HMT DEMU SPL,ASARVA JN,HIMMATNAGAR
09402,HMT ASV DEMU SPL,HIMMATNAGAR,ASARVA JN
09427,ANND CBY DEMU SPL,ANAND JN,KHAMBHAT
09428,CBY ANND DEMU SPL,KHAMBHAT,ANAND JN
09429,ANND CBY DEMU SPL,ANAND JN,KHAMBHAT
09430,CBY ANND DEMU SPL,KHAMBHAT,ANAND JN
09431,SBIB MSH DEMU SP,SABARMATI JN,MAHESANA JN
09432,MSH SBIB DEMU SP,MAHESANA JN,SABARMATI JN
09433,SBIB PTN DEMU,SABARMATI JN,PATAN
09434,PTN SBIB DEMU,PATAN,SABARMATI JN
09437,MSH ABR MEMU,MAHESANA JN,ABU ROAD
09438,ABR MSH DEMU SPL,ABU ROAD,MAHESANA JN
09439,WKR MVI DEMU SPL,WANKANER JN,MORBI
09440,MVI WKR DEMU SPL,MORBI,WANKANER JN
09441,WKR MVI DEMU SPL,WANKANER JN,MORBI
09442,MVI WKR DEMU SPL,MORBI,WANKANER JN
09443,WKR MVI DEMU SPL,WANKANER JN,MORBI
09444,MVI WKR DEMU SPL,MORBI,WANKANER JN
09459,ADI VG MEMU SPL,AHMEDABAD JN,VIRAMGAM JN
09460,VG ADI MEMU SPL,VIRAMGAM JN,AHMEDABAD JN
09475,MSH PTN PASSENGER,MAHESANA JN,PATAN
09476,PTN MSH PASSENGER,PATAN,MAHESANA JN
09479,RJT OKHA PASS SPL,RAJKOT JN,OKHA
09480,OKHA RJT PASS SPL,OKHA,RAJKOT JN
09481,MSH BLDI PASS SPL,MAHESANA JN,BHILDI
09482,BLDI MSH PASS SPL,BHILDI,MAHESANA JN
09483,MSH PTN PASSENGER,MAHESANA JN,PATAN
09484,PTN MSH PASSENGER,PATAN,MAHESANA JN
09487,MSH VG PASS SPL,MAHESANA JN,VIRAMGAM JN
09488,VG MSH PASS SPL,VIRAMGAM JN,MAHESANA JN
09491,MSH VG PASS SPL,MAHESANA JN,VIRAMGAM JN
09492,VG MSH PASS SPL,VIRAMGAM JN,MAHESANA JN
09495,BRC ADI PASS SPL,VADODARA JN,AHMEDABAD JN
09496,ADI BRC PASS SPL,AHMEDABAD JN,VADODARA JN
09497,GNC VTDI MEMU SPL,GANDHINAGAR CAP,VARETHA
09498,VTDI GNC MEMU SPL,VARETHA,GANDHINAGAR CAP
09499,RTM COR RTM DEMU,RATLAM JN,CHITTAURGARH
09500,RTM COR RTM DEMU,CHITTAURGARH,RATLAM JN
09504,BVC BTD PASS SPL,BHAVNAGAR TRMUS,BOTAD JN
09515,KLNS PBR PASS SPL,KANALAS JN,PORBANDAR
09516,PBR KLNS PASS SPL,PORBANDAR,KANALAS JN
09521,RJT SMNH PASS SPL,RAJKOT JN,VERAVAL
09522,SMNH RJT PASS SPL,VERAVAL,RAJKOT JN
09535,DADN RTM DEMU SPL,DR AMBEDKAR NGR,RATLAM JN
09536,RTM DADN DEMU SPL,RATLAM JN,DR AMBEDKAR NGR
09539,JND AE MG PASS,AMRELI,JUNAGADH JN
09540,JND AE MG PASS,JUNAGADH JN,AMRELI
09541,DADN INDB DEMU,DR AMBEDKAR NGR,INDORE JN BG
09542,INDB DADN DEMU,INDORE JN BG,DR AMBEDKAR NGR
09543,ASV COR DEMU SPL,ASARVA JN,CHITTAURGARH
09544,COR ASV DEMU SPL,CHITTAURGARH,ASARVA JN
09547,DADN RTM DEMU SPL,DR AMBEDKAR NGR,RATLAM JN
09548,RTM DADN DEMU SPL,RATLAM JN,DR AMBEDKAR NGR
09559,DADN INDB DEMU,DR AMBEDKAR NGR,INDORE JN BG
09560,INDB DADN DEMU,INDORE JN BG,DR AMBEDKAR NGR
09561,WKR MVI DEMU,WANKANER JN,MORBI
09562,MVI WKR DEMU SPL,MORBI,WANKANER JN
09563,WKR MVI DEMU SPL,WANKANER JN,MORBI
09565,PBR BVC PASS SPL,PORBANDAR,BHAVNAGAR TRMUS
09566,BVC VRL PASS SPL,BHAVNAGAR TRMUS,VERAVAL
09567,VRL BVC PASS SPL,VERAVAL,BHAVNAGAR TRMUS
09568,BVC PBR PASS SPL,BHAVNAGAR TRMUS,PORBANDAR
09571,BTD BVC PASS SPL,BOTAD JN,BHAVNAGAR TRMUS
09573,GG BTD PASS SPL,GANDHIGRAM,BOTAD JN
09574,BTD GG PASS SPL,BOTAD JN,GANDHIGRAM
09577,GG BTD PASS SPL,GANDHIGRAM,BOTAD JN
09578,BTD GG PASS SPL,BOTAD JN,GANDHIGRAM
